target,lightcurve_file
1,/content/drive/MyDrive/Data/kepler_5184911_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5184911_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4846856_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3336845_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4263293_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4263293_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4263293_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2860656_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3459529_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3337432_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2998124_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4669402_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4571004_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4571004_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4571004_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4571004_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4571004_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5308537_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3338885_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3338885_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5021732_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3858879_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3971315_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3954227_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3964109_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4544684_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4476123_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5193439_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4577484_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4858610_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4862332_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4381282_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5273713_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2161536_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2309587_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4833409_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3245661_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3548622_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3228804_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5386163_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5384713_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5384713_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5384713_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5384713_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2708343_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4473613_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3102000_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2576962_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5217733_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3001885_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5475431_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4571536_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2014991_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2141783_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3342970_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3342970_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4570949_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5456023_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2309719_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5195172_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5305399_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4932689_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5078879_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4863753_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4479633_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2445154_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3440978_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3428359_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5217574_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4931073_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5211631_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4372961_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4454934_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5097278_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4141376_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3869326_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2021440_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3327980_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471059_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471059_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4758368_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2306740_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3533483_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5460434_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3338660_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_1429589_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4830605_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4741126_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4741126_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3239945_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3239945_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3239945_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3239945_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2860594_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3861595_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3245969_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3245969_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3634051_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3634051_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4572728_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4069213_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3869825_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3231120_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5202905_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5202905_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471496_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4908495_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4386607_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4246343_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471489_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471489_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3645438_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3645438_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3645438_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3762468_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2571238_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4178606_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4278221_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3642289_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3642289_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3836439_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3559935_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3559935_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2584163_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_1724513_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3644071_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3644071_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3231137_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5026326_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4735826_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4735826_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4735826_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4483138_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2713018_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5300878_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3859079_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3646515_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3340313_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_1996679_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4659405_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4663658_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3969687_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5036538_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_1873513_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2570773_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3660581_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5091075_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5445681_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5269407_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5443604_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3324644_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4725681_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4725681_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4819158_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4645174_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4645174_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4851530_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4851530_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5385469_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5301955_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2969638_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4484336_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5022828_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3865567_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3223433_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4261960_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4851145_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3848083_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4678919_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4141593_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4141593_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2161949_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2161949_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3859363_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471690_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471690_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4157052_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5299459_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5299459_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5299459_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4670217_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_1432214_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5446961_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3342467_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4932348_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_1996180_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_1996180_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3858917_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5260419_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5297298_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3839488_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2853889_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4773392_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4912589_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5014753_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4150701_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2019076_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3442054_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5303185_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4754831_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4754831_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4754831_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3439126_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5129453_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471328_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_1721157_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5457326_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5471192_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4570555_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4847534_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5340878_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5303346_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4757331_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4372765_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2440757_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2446134_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4281895_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3120276_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5281714_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4042088_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5389184_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3244792_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4063943_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4138008_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3756801_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4832273_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4075064_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4739565_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3858988_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3663173_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4935172_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4074736_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2972800_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5352640_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4664847_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5005618_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3662838_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3662838_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5389540_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4929299_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3246984_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3939150_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3939150_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5183357_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3734501_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4636565_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2708445_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3425851_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3343281_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5015027_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3438507_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4374610_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4861784_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4164922_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4164922_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4138557_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3120355_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4815520_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3344427_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5271608_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5115178_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3329985_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4247092_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5213005_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5184584_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_1027438_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_1161345_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5121511_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5090690_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2712825_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3957082_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4949524_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2832589_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2832589_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4059887_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3003019_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5097454_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5095269_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5385471_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4068391_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3544678_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5252423_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5252423_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2452450_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_1430305_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4275739_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4285107_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4043190_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5269467_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3122913_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4940201_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5466109_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2010607_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3351888_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4662363_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2302548_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2302548_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4840672_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3646449_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4945877_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3832716_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5364071_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5364071_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5364071_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5364071_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4841374_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5353938_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3542222_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5392702_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3953106_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5171707_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4737302_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5195945_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4482738_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5282656_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5308663_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5308663_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3341934_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4940376_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3448130_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3120904_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4840156_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4932691_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5468555_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4946680_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2834463_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_892772_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3337548_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4742452_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3446746_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3443790_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4864734_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4914566_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4927738_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5372966_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2715135_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4840327_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4160669_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3230206_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3230095_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2850321_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4649440_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5042785_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5209845_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5473556_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5031804_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4644604_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4274071_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2718778_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4376629_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5271803_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3248019_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2010191_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4681152_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5115978_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3849155_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_3433668_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3836558_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3967501_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3557493_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5353137_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5385773_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2167890_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5175986_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4725292_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2305543_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_5213404_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3970117_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3836413_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_3228945_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_2310993_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5036480_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5347537_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4061149_lightcurve.csv
1,/content/drive/MyDrive/Data/kepler_4150804_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4035675_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_5440472_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_2166206_lightcurve.csv
0,/content/drive/MyDrive/Data/kepler_4814168_lightcurve.csv
