kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10122538,K02926.03,Kepler-1388 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.9569985,0.0001793,-0.0001793,139.07664,0.00968,-0.00968,0.112,0.334,-0.112,3.493,0.134,-0.134,1917.9,90.9,-90.9,2.38,0.15,-0.11,363.0,,,4.11,0.87,-0.69,22.7,3.0,q1_q17_dr25_tce,3891.0,70.0,-86.0,4.718,0.018,-0.042,0.564,0.035,-0.026,283.33606,47.174541,16.279
10122538,K02926.04,Kepler-1388 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,37.6333868,0.0007794,-0.0007794,158.8156,0.0238,-0.0238,0.338,0.135,-0.338,4.49,0.221,-0.221,1661.7,98.0,-98.0,2.25,0.14,-0.1,299.0,,,1.88,0.4,-0.31,18.6,4.0,q1_q17_dr25_tce,3891.0,70.0,-86.0,4.718,0.018,-0.042,0.564,0.035,-0.026,283.33606,47.174541,16.279
10123064,K00472.01,Kepler-565 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.243748097,3.056e-06,-3.056e-06,173.563074,0.00058,-0.00058,0.032,0.319,-0.032,3.3603,0.0234,-0.0234,1409.7,11.8,-11.8,3.16,0.93,-0.31,1063.0,,,301.46,260.03,-81.76,139.8,1.0,q1_q17_dr25_tce,5873.0,158.0,-158.0,4.554,0.036,-0.204,0.843,0.248,-0.083,283.61795,47.196678,15.0
10125352,K00021.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,4.288515468,1.074e-06,-1.074e-06,121.97268,0.000212,-0.000212,1.283,0.594,-0.18,2.2959,0.0107,-0.0107,3456.7,14.4,-14.4,76.51,16.12,-26.22,1722.0,,,2081.57,1321.07,-1277.37,292.1,1.0,q1_q17_dr25_tce,6378.0,176.0,-176.0,3.878,0.315,-0.105,2.002,0.422,-0.686,284.73859,47.169628,13.396
10128825,K07986.01,,CANDIDATE,CANDIDATE,0.497,0,0,0,0,1.73984941,1.78e-05,-1.78e-05,133.00127,0.00769,-0.00769,0.043,0.423,-0.043,3.114,0.229,-0.229,48.5,5.4,-5.4,0.72,0.24,-0.08,1608.0,,,1585.81,1537.86,-502.22,10.6,1.0,q1_q17_dr25_tce,6119.0,165.0,-220.0,4.444,0.056,-0.224,1.031,0.341,-0.114,286.50937,47.163219,14.757
10129482,K07288.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.846291334,4.3e-08,-4.3e-08,132.1935855,4.23e-05,-4.23e-05,0.779,0.047,-0.03,1.79962,0.00338,-0.00338,190190.0,0.0,0.0,30.8,1.82,-1.99,1243.0,,,562.86,147.63,-126.97,1049.3,1.0,q1_q17_dr25_tce,4627.0,139.0,-139.0,4.721,0.048,-0.028,0.526,0.031,-0.034,286.84036,47.173309,15.994
10130039,K01909.01,Kepler-334 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.75800092,3.687e-05,-3.687e-05,133.95888,0.00254,-0.00254,0.011,0.405,-0.011,4.1828,0.0716,-0.0716,187.9,4.9,-4.9,1.49,0.23,-0.21,822.0,,,107.96,46.78,-34.54,41.7,1.0,q1_q17_dr25_tce,5782.0,104.0,-115.0,4.34,0.126,-0.103,1.095,0.17,-0.155,287.14066,47.115189,12.776
10130039,K01909.02,Kepler-334 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.47033376,1.659e-05,-1.659e-05,131.49548,0.00242,-0.00242,0.074,0.364,-0.074,3.1441,0.0739,-0.0739,112.0,3.8,-3.8,1.15,0.18,-0.16,1090.0,,,334.27,144.82,-106.96,32.7,2.0,q1_q17_dr25_tce,5782.0,104.0,-115.0,4.34,0.126,-0.103,1.095,0.17,-0.155,287.14066,47.115189,12.776
10130039,K01909.03,Kepler-334 d,CONFIRMED,CANDIDATE,0.987,0,0,0,0,25.0985083,0.000102,-0.000102,145.56829,0.00333,-0.00333,0.814,0.11,-0.574,2.7727,0.0936,-0.0936,167.6,8.3,-8.3,1.59,0.24,-0.23,656.0,,,43.84,18.99,-14.03,21.3,3.0,q1_q17_dr25_tce,5782.0,104.0,-115.0,4.34,0.126,-0.103,1.095,0.17,-0.155,287.14066,47.115189,12.776
10130057,K04675.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.17812826,2.623e-05,-2.623e-05,132.03068,0.00779,-0.00779,0.344,0.116,-0.344,2.601,0.278,-0.278,100.8,12.5,-12.5,0.81,0.16,-0.07,1206.0,,,500.27,306.14,-128.55,10.4,1.0,q1_q17_dr25_tce,5426.0,161.0,-161.0,4.579,0.034,-0.136,0.805,0.159,-0.068,287.14621,47.183529,15.613
10130646,K05765.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,390.40832,0.01843,-0.01843,265.436,0.0412,-0.0412,0.0407,0.416,-0.0406,7.916,0.923,-0.923,251.9,34.9,-34.9,0.63,0.14,-0.11,115.0,,,0.04,0.03,-0.01,8.5,1.0,q1_q16_tce,3659.0,88.0,-85.0,4.858,0.08,-0.11,0.4,0.09,-0.07,287.42953,47.127609,13.974
10132552,K05766.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,191.528018,0.00338,-0.00338,260.9129,0.0122,-0.0122,0.0258,0.4529,-0.0258,2.342,0.403,-0.403,171.8,36.6,-36.6,1.32,0.5,-0.15,334.0,,,2.95,3.19,-0.89,6.4,1.0,q1_q16_tce,6054.0,149.0,-170.0,4.416,0.079,-0.264,1.009,0.376,-0.118,288.3555,47.106468,13.337
10132832,K02313.01,Kepler-1186 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.07673148,6.456e-05,-6.456e-05,143.39091,0.00337,-0.00337,0.108,0.346,-0.108,2.205,0.106,-0.106,488.0,29.6,-29.6,2.14,0.66,-0.22,724.0,,,64.75,59.79,-19.14,19.3,1.0,q1_q17_dr25_tce,5957.0,177.0,-195.0,4.498,0.052,-0.221,0.971,0.299,-0.1,288.47964,47.101768,15.306
10132908,K05767.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,386.59946,0.01255,-0.01255,221.2945,0.0236,-0.0236,0.2307,0.2537,-0.2306,3.305,0.76,-0.76,380.7,94.9,-94.9,1.89,0.7,-0.19,259.0,,,1.06,1.22,-0.34,5.8,1.0,q1_q16_tce,6137.0,212.0,-276.0,4.487,0.049,-0.269,0.963,0.354,-0.097,288.50931,47.120701,14.79
10134152,K02056.01,Kepler-1787 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,39.3135699,0.0001483,-0.0001483,154.93767,0.00315,-0.00315,0.006,0.4,-0.006,5.0137,0.0903,-0.0903,500.1,16.9,-16.9,2.07,0.59,-0.19,540.0,,,20.04,16.66,-5.47,33.8,1.0,q1_q17_dr25_tce,6060.0,163.0,-181.0,4.509,0.048,-0.192,0.925,0.262,-0.087,289.06433,47.11742,14.476
10136549,K01929.01,Kepler-337 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.69315023,2.759e-05,-2.759e-05,132.81362,0.00225,-0.00225,0.734,0.079,-0.502,5.6725,0.067,-0.067,141.8,3.3,-3.3,1.89,0.29,-0.44,1017.0,,,253.08,113.07,-115.05,45.1,1.0,q1_q17_dr25_tce,5683.0,115.0,-104.0,4.108,0.195,-0.09,1.472,0.229,-0.344,290.06049,47.16396,12.727
10136549,K01929.02,Kepler-337 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.29276797,1.192e-05,-1.192e-05,133.00741,0.00312,-0.00312,0.663,0.257,-0.448,4.8069,0.0819,-0.0819,80.7,2.2,-2.2,1.39,0.22,-0.32,1458.0,,,1068.95,477.55,-485.94,40.8,2.0,q1_q17_dr25_tce,5683.0,115.0,-104.0,4.108,0.195,-0.09,1.472,0.229,-0.344,290.06049,47.16396,12.727
10139305,K06077.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.173552528,3.092e-06,-3.092e-06,132.3118,0.00118,-0.00118,1.297,6.854,-0.802,1.6107,0.0679,-0.0679,3026.0,102.0,-102.0,23.51,1.66,-1.5,1025.0,,,260.75,79.82,-58.63,35.9,1.0,q1_q17_dr25_tce,5008.0,166.0,-151.0,4.663,0.058,-0.036,0.594,0.042,-0.038,291.14401,47.185459,14.605
10139390,K04798.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,358.56462,0.03422,-0.03422,151.8698,0.0494,-0.0494,0.4108,0.0582,-0.3973,11.64,1.6,-1.6,170.2,26.3,-26.3,0.99,1.41,-0.11,219.0,,,0.55,3.13,-0.16,9.6,,,5375.0,176.0,-146.0,4.531,0.083,-0.756,0.752,1.075,-0.082,291.17566,47.10561,13.542
10139620,K04065.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.37369,0.02021,-0.02021,138.0835,0.0362,-0.0362,0.3052,0.1404,-0.3051,12.33,1.3,-1.3,666.1,78.9,-78.9,2.68,1.2,-0.25,267.0,,,1.2,1.59,-0.33,15.6,,,6109.0,152.0,-211.0,4.455,0.045,-0.299,1.029,0.462,-0.093,291.26672,47.114769,15.423
10140122,K04545.01,,CANDIDATE,CANDIDATE,0.619,0,0,0,0,0.849362238,4.803e-06,-4.803e-06,132.14191,0.00472,-0.00472,0.453,0.53,-0.256,1.36,0.115,-0.115,114.9,11.6,-11.6,0.85,0.08,-0.06,1498.0,,,1190.04,473.29,-295.91,11.9,1.0,q1_q17_dr25_tce,4973.0,179.0,-179.0,4.595,0.02,-0.08,0.788,0.08,-0.053,291.45813,47.15863,15.357
10140274,K04334.01,,CANDIDATE,CANDIDATE,0.754,0,0,0,0,2.44232399,1.038e-05,-1.038e-05,133.53724,0.00362,-0.00362,0.303,0.158,-0.303,1.921,0.133,-0.133,229.0,18.5,-18.5,1.1,0.08,-0.11,1029.0,,,264.82,80.33,-75.12,14.1,1.0,q1_q17_dr25_tce,4849.0,146.0,-146.0,4.561,0.061,-0.039,0.738,0.056,-0.074,291.51819,47.139301,15.849
10140843,K04579.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,367.19796,0.02275,-0.02275,134.1748,0.0459,-0.0459,0.0858,0.3504,-0.0858,15.92,2.0,-2.0,146.1,18.3,-18.3,1.08,0.45,-0.09,253.0,,,0.96,1.18,-0.23,10.7,,,6054.0,148.0,-171.0,4.525,0.035,-0.303,0.889,0.372,-0.071,291.73361,47.109161,13.592
10141271,K05768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,15.4032765,0.0002551,-0.0002551,137.9906,0.0145,-0.0145,0.623,0.043,-0.47,3.246,0.424,-0.424,253.0,33.2,-33.2,1.32,0.17,-0.15,626.0,,,36.41,15.7,-11.1,9.2,1.0,q1_q17_dr25_tce,5272.0,158.0,-158.0,4.508,0.099,-0.081,0.799,0.102,-0.091,291.90961,47.174339,15.555
10141900,K01082.01,Kepler-763 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.50327035,3.134e-05,-3.134e-05,135.26657,0.00357,-0.00357,0.08,0.375,-0.08,2.591,0.131,-0.131,418.3,24.1,-24.1,1.67,0.08,-0.12,804.0,,,98.81,16.62,-18.82,19.0,1.0,q1_q17_dr25_tce,4999.0,79.0,-79.0,4.49,0.075,-0.03,0.843,0.04,-0.06,292.14447,47.157349,15.692
10141900,K01082.02,Kepler-763 c,CONFIRMED,CANDIDATE,0.695,0,0,0,0,4.09667624,1.956e-05,-1.956e-05,133.09833,0.00376,-0.00376,0.142,0.32,-0.142,2.19,0.122,-0.122,302.3,20.4,-20.4,1.42,0.07,-0.1,938.0,,,182.9,30.76,-34.85,16.2,3.0,q1_q17_dr25_tce,4999.0,79.0,-79.0,4.49,0.075,-0.03,0.843,0.04,-0.06,292.14447,47.157349,15.692
10141900,K01082.03,Kepler-763 b,CONFIRMED,CANDIDATE,0.821,0,0,0,0,1.196548464,3.749e-06,-3.749e-06,132.53363,0.00253,-0.00253,0.332,0.136,-0.332,1.2592,0.081,-0.081,224.6,16.0,-16.0,1.25,0.06,-0.09,1414.0,,,945.12,158.94,-180.08,16.5,2.0,q1_q17_dr25_tce,4999.0,79.0,-79.0,4.49,0.075,-0.03,0.843,0.04,-0.06,292.14447,47.157349,15.692
10141900,K01082.04,,CANDIDATE,CANDIDATE,0.8,0,0,0,0,9.6550473,7.33e-05,-7.33e-05,137.07505,0.00692,-0.00692,0.124,0.33,-0.124,2.752,0.205,-0.205,313.1,27.4,-27.4,1.45,0.06,-0.11,705.0,,,58.36,9.81,-11.12,12.2,4.0,q1_q17_dr25_tce,4999.0,79.0,-79.0,4.49,0.075,-0.03,0.843,0.04,-0.06,292.14447,47.157349,15.692
10141938,K04079.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,360.76458,0.03217,-0.03217,148.5386,0.0474,-0.0474,1.7475,0.2414,-0.5434,21.22,2.7,-2.7,383.7,54.9,-54.9,60.3,16.41,-4.08,216.0,,,0.52,0.43,-0.12,10.0,,,5513.0,181.0,-140.0,4.616,0.03,-0.162,0.724,0.197,-0.049,292.16028,47.166649,14.659
10146103,K05769.01,,CANDIDATE,CANDIDATE,0.899,0,0,0,0,7.58062893,7.709e-05,-7.709e-05,132.89809,0.00905,-0.00905,0.382,0.069,-0.382,3.484,0.245,-0.245,86.1,9.2,-9.2,0.97,0.15,-0.08,937.0,,,182.01,73.6,-36.47,10.9,1.0,q1_q17_dr25_tce,5753.0,68.0,-85.0,4.417,0.063,-0.117,1.041,0.164,-0.082,293.74625,47.15406,14.498
10147276,K07987.01,,FALSE POSITIVE,FALSE POSITIVE,0.021,0,0,1,0,0.681401611,2.434e-06,-2.434e-06,132.18175,0.00285,-0.00285,0.147,0.309,-0.147,0.865,0.162,-0.162,103.6,14.7,-14.7,1.07,0.36,-0.11,2218.0,,,5713.41,5675.74,-1836.94,12.3,1.0,q1_q17_dr25_tce,6173.0,193.0,-236.0,4.447,0.056,-0.224,1.041,0.341,-0.114,294.16489,47.176281,15.385
10148521,K01084.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.204274435,1.888e-06,-1.888e-06,134.05838,0.00121,-0.00121,0.528,0.055,-0.434,1.3362,0.0454,-0.0454,185.8,6.5,-6.5,1.19,0.32,-0.11,1564.0,,,1413.91,1120.16,-391.53,34.7,1.0,q1_q17_dr25_tce,5668.0,152.0,-169.0,4.552,0.035,-0.184,0.849,0.229,-0.082,294.59613,47.197449,14.415
10149023,K01081.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,9.95639775,4.842e-05,-4.842e-05,134.29186,0.00415,-0.00415,1.222,31.65,-0.057,5.615,0.226,-0.226,510.5,18.7,-18.7,28.15,8.19,-3.26,905.0,,,158.42,136.18,-52.49,32.9,1.0,q1_q17_dr25_tce,6161.0,172.0,-236.0,4.454,0.048,-0.192,1.053,0.306,-0.122,294.76855,47.13279,15.22
10152836,K03952.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,220.9290121,0.0005088,-0.0005088,240.81927,0.00185,-0.00185,0.826,0.002,-0.609,7.335,0.218,-0.218,2456.5,39.1,-39.1,5.24,1.61,-0.64,299.0,,,1.89,1.69,-0.6,70.4,1.0,q1_q17_dr25_tce,5893.0,159.0,-176.0,4.483,0.065,-0.208,0.941,0.288,-0.115,296.03668,47.180119,14.707
10153011,K01773.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,83.09708021,8.069e-05,-8.069e-05,162.935743,0.00081,-0.00081,0.993,0.135,-0.077,9.2639,0.0572,-0.0572,15860.0,78.0,-78.0,13.83,1.17,-1.07,329.0,,,2.78,0.95,-0.68,277.2,1.0,q1_q17_dr25_tce,5286.0,174.0,-158.0,4.627,0.07,-0.045,0.636,0.054,-0.049,296.0882,47.142891,15.678
10153827,K01079.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,0.293630085,1.15e-07,-1.15e-07,133.584241,0.000338,-0.000338,1.2329,0.2354,-0.006,2.3857,0.0391,-0.0391,2017.7,15.1,-15.1,26.35,7.63,-2.12,2503.0,,,9283.34,8030.07,-2302.06,170.0,,,5665.0,165.0,-163.0,4.554,0.03,-0.198,0.843,0.244,-0.068,296.33435,47.14558,15.822
10153855,K01981.01,Kepler-1037 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.06378861,2.263e-06,-2.263e-06,131.52465,0.00169,-0.00169,0.466,0.005,-0.459,1.072,0.066,-0.066,251.5,15.5,-15.5,1.61,0.41,-0.25,1650.0,,,1761.19,1338.64,-644.5,21.5,1.0,q1_q17_dr25_tce,5265.0,158.0,-158.0,4.4,0.135,-0.18,1.002,0.251,-0.154,296.34103,47.17086,14.229
10154388,K00991.01,Kepler-744 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.06222962,2.75e-05,-2.75e-05,138.22229,0.00177,-0.00177,0.392,0.044,-0.392,2.0584,0.0572,-0.0572,300.2,10.8,-10.8,1.62,0.21,-0.13,750.0,,,74.8,27.47,-17.09,32.4,1.0,q1_q17_dr25_tce,5547.0,99.0,-110.0,4.451,0.076,-0.093,0.933,0.12,-0.08,296.49612,47.182861,13.581
10155029,K03208.01,,CANDIDATE,CANDIDATE,0.333,0,0,0,0,2.131660527,9.485e-06,-9.485e-06,133.13431,0.00339,-0.00339,0.036,0.421,-0.036,1.8585,0.0993,-0.0993,32.2,2.4,-2.4,0.56,0.08,-0.05,1438.0,,,1010.45,408.09,-247.61,15.7,1.0,q1_q17_dr25_tce,5849.0,105.0,-117.0,4.426,0.076,-0.114,0.997,0.143,-0.095,296.67984,47.173313,11.893
10155080,K07289.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.930451347,3.52e-07,-3.52e-07,131.770748,0.00014,-0.00014,1.121,0.102,-0.08,3.87956,0.0081,-0.0081,53075.0,96.1,-96.1,58.77,19.92,-6.64,1623.0,,,1637.68,1684.78,-557.25,602.3,1.0,q1_q17_dr25_tce,6154.0,193.0,-265.0,4.399,0.07,-0.21,1.168,0.396,-0.132,296.69858,47.137741,13.017
10155286,K07988.01,,CANDIDATE,CANDIDATE,0.092,0,0,0,0,333.486169,0.004235,-0.004235,153.61501,0.00507,-0.00507,0.214,0.255,-0.214,3.199,0.229,-0.229,639.1,52.7,-52.7,19.3,0.55,-4.68,557.0,,,22.68,2.07,-10.95,14.0,1.0,q1_q17_dr25_tce,4989.0,39.0,-128.0,2.992,0.03,-0.027,7.824,0.223,-1.896,296.76288,47.145142,10.998
10155321,K04422.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,15.705388,0.0002595,-0.0002595,135.0768,0.0129,-0.0129,0.6449,0.3163,-0.4243,4.871,0.511,-0.511,283.7,30.5,-30.5,3.3,2.06,-0.54,1181.0,,,459.41,916.33,-187.14,10.6,,,7454.0,237.0,-310.0,4.107,0.097,-0.358,1.853,1.159,-0.3,296.77271,47.158539,13.362
10155321,K04422.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.71059239,6.568e-06,-6.568e-06,132.08465,0.00776,-0.00776,0.9638,0.0121,-0.6667,4.92,0.701,-0.701,280.6,96.3,-96.3,3.92,2.45,-0.63,3318.0,,,28640.03,57124.21,-11666.44,22.8,2.0,q1_q17_dr24_tce,7454.0,237.0,-310.0,4.107,0.097,-0.097,1.853,1.159,-0.3,296.77271,47.158539,13.362
10155434,K00473.01,Kepler-1720 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.70636123,1.923e-05,-1.923e-05,180.63164,0.0011,-0.0011,0.793,0.059,-0.545,2.395,0.0406,-0.0406,871.7,18.6,-18.6,2.75,0.66,-0.22,697.0,,,55.86,39.53,-13.95,54.0,1.0,q1_q17_dr25_tce,5573.0,149.0,-166.0,4.562,0.03,-0.17,0.839,0.201,-0.067,296.80865,47.17194,14.673
10156055,K04284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.42803503,4.19e-05,-4.19e-05,133.5931,0.0148,-0.0148,0.057,0.399,-0.057,3.045,0.513,-0.513,73.8,10.4,-10.4,0.85,0.24,-0.07,1516.0,,,1249.87,1047.72,-307.98,8.8,1.0,q1_q17_dr25_tce,6609.0,157.0,-196.0,4.484,0.036,-0.204,0.974,0.286,-0.076,296.99017,47.130661,14.049
10156064,K07290.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.427967843,6.09e-07,-6.09e-07,133.598772,0.000198,-0.000198,0.954,0.02,-0.019,4.7847,0.012,-0.012,126980.0,329.0,-329.0,108.33,30.46,-20.3,2275.0,,,6328.22,5269.33,-2809.79,472.8,1.0,q1_q17_dr25_tce,7652.0,214.0,-322.0,4.104,0.135,-0.165,1.921,0.54,-0.36,296.99341,47.146648,10.367
10156110,K07989.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,4.85603482,6.356e-05,-6.356e-05,135.9933,0.0108,-0.0108,0.134,0.323,-0.134,3.078,0.283,-0.283,76.7,10.8,-10.8,1.05,0.36,-0.12,1266.0,,,607.42,600.39,-194.33,8.2,1.0,q1_q17_dr25_tce,6469.0,158.0,-225.0,4.385,0.054,-0.216,1.193,0.41,-0.137,297.00977,47.121021,14.826
10157458,K01083.01,Kepler-764 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.33685101,3.67e-05,-3.67e-05,138.5829,0.00365,-0.00365,0.018,0.417,-0.018,3.548,0.113,-0.113,325.8,16.4,-16.4,1.52,0.45,-0.14,875.0,,,138.46,120.47,-37.52,21.6,1.0,q1_q17_dr25_tce,5795.0,155.0,-172.0,4.554,0.036,-0.192,0.848,0.252,-0.079,297.39319,47.164631,15.302
10157458,K01083.02,,CANDIDATE,CANDIDATE,0.819,0,0,0,0,4.57797412,4.26e-05,-4.26e-05,135.63058,0.00788,-0.00788,0.343,0.108,-0.343,2.862,0.216,-0.216,125.4,14.8,-14.8,0.96,0.28,-0.09,1024.0,,,259.36,225.65,-70.29,9.6,2.0,q1_q17_dr25_tce,5795.0,155.0,-172.0,4.554,0.036,-0.192,0.848,0.252,-0.079,297.39319,47.164631,15.302
10157573,K00726.01,,FALSE POSITIVE,FALSE POSITIVE,0.761,0,0,1,0,5.115750935,7.825e-06,-7.825e-06,173.26599,0.00116,-0.00116,1.475,37.38,-0.273,2.5378,0.0625,-0.0625,1055.8,24.1,-24.1,60.74,19.15,-6.84,1202.0,,,493.38,459.59,-156.49,51.8,1.0,q1_q17_dr25_tce,6398.0,179.0,-224.0,4.411,0.065,-0.208,1.101,0.347,-0.124,297.43201,47.128551,15.132
10158418,K01784.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,5.007414194,1.164e-06,-1.164e-06,135.024066,0.00018,-0.00018,0.926,0.086,-0.007,1.3584,0.0168,-0.0168,4413.9,28.3,-28.3,8.8,1.42,-0.71,1114.0,,,363.75,162.95,-82.45,196.6,1.0,q1_q17_dr25_tce,5957.0,107.0,-131.0,4.417,0.063,-0.117,1.042,0.168,-0.084,297.64606,47.167488,13.592
10158715,K05770.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,61.0011095,0.0008699,-0.0008699,144.84614,0.00737,-0.00737,0.7091,0.0509,-0.5957,1.049,0.317,-0.317,408.0,118.0,-118.0,2.55,1.39,-0.32,536.0,,,19.57,32.71,-7.03,4.6,1.0,q1_q16_tce,6418.0,182.0,-277.0,4.395,0.062,-0.318,1.171,0.639,-0.147,297.72064,47.134892,15.227
10158729,K02097.01,Kepler-1092 b,CONFIRMED,CANDIDATE,0.919,0,0,0,0,58.601926,0.0005788,-0.0005788,137.66825,0.00465,-0.00465,0.392,0.069,-0.392,5.522,0.192,-0.192,396.4,24.0,-24.0,2.06,0.68,-0.22,508.0,,,15.8,15.23,-4.99,19.1,1.0,q1_q17_dr25_tce,6250.0,169.0,-225.0,4.44,0.07,-0.224,1.019,0.335,-0.112,297.72314,47.112659,14.649
10158990,K01080.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.096583368,2.279e-06,-2.279e-06,133.61436,0.00191,-0.00191,0.421,0.042,-0.421,2.1188,0.0637,-0.0637,308.5,8.7,-8.7,1.35,0.18,-0.15,1474.0,,,1119.9,498.08,-333.71,44.3,1.0,q1_q17_dr25_tce,5222.0,155.0,-155.0,4.528,0.085,-0.095,0.763,0.102,-0.084,297.78802,47.10107,14.867
10160922,K07990.01,,CANDIDATE,CANDIDATE,0.789,0,0,0,0,87.487573,0.002634,-0.002634,154.5163,0.0182,-0.0182,0.127,0.338,-0.127,5.881,0.66,-0.66,528.7,77.6,-77.6,1.87,0.49,-0.16,377.0,,,4.79,3.66,-1.25,8.4,1.0,q1_q17_dr25_tce,5774.0,155.0,-172.0,4.567,0.033,-0.176,0.818,0.212,-0.071,298.31586,47.105091,15.626
10161534,K05771.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,198.232389,0.002792,-0.002792,294.73515,0.00776,-0.00776,0.0297,0.4175,-0.0297,1.919,0.344,-0.344,416.4,66.9,-66.9,2.28,1.29,-0.25,352.0,,,3.64,6.19,-1.1,5.7,1.0,q1_q16_tce,6263.0,159.0,-200.0,4.382,0.074,-0.323,1.113,0.627,-0.121,298.49445,47.187271,13.991
10163066,K06215.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,462.12345,0.02137,-0.02137,408.2031,0.026,-0.026,0.2396,0.2508,-0.2395,8.46,1.3,-1.3,699.0,130.0,-130.0,1.9,0.09,-0.14,169.0,,,0.19,0.05,-0.04,6.9,2.0,q1_q16_tce,4547.0,152.0,-121.0,4.559,0.046,-0.033,0.747,0.037,-0.056,298.90012,47.146481,15.165
10163067,K07291.01,,CANDIDATE,CANDIDATE,0.983,0,0,0,0,25.9136674,0.0005882,-0.0005882,131.8232,0.0195,-0.0195,0.982,0.002,-0.682,10.498,0.306,-0.306,109.7,7.6,-7.6,3.37,0.6,-1.21,966.0,,,205.72,117.18,-130.12,16.1,1.0,q1_q17_dr25_tce,6167.0,189.0,-170.0,3.804,0.293,-0.098,2.346,0.421,-0.842,298.9006,47.107769,12.556
10164018,K07292.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,8.5412411,0.0001267,-0.0001267,131.6163,0.0127,-0.0127,0.793,0.174,-0.575,3.654,0.385,-0.385,298.8,34.9,-34.9,1.4,0.29,-0.1,767.0,,,81.55,52.01,-18.88,10.7,1.0,q1_q17_dr25_tce,5602.0,168.0,-168.0,4.614,0.032,-0.136,0.732,0.151,-0.05,299.16739,47.185692,15.661
10166274,K01078.01,Kepler-267 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.353732008,3.996e-06,-3.996e-06,134.869597,0.000945,-0.000945,0.051,0.363,-0.051,1.4598,0.0346,-0.0346,1264.7,30.9,-30.9,1.65,0.12,-0.19,615.0,,,33.76,8.53,-9.54,47.8,1.0,q1_q17_dr25_tce,3789.0,75.0,-82.0,4.781,0.063,-0.031,0.46,0.035,-0.053,299.83041,47.157459,15.438
